rank,package_name,downloads,status,phantom_count,phantom_deps,total_imports,total_declared
763,requests-mock,17467256,success,2,"purl,urllib3",3,1
764,google-cloud-build,17430027,clone_failed,0,,0,0
765,bitarray,17423024,success,4,"matplotlib,sample,sc_stat,scipy",4,0
766,jpype1,17410806,success,7,"java,jedi,jpype,numpy,org,pyobjctools,typing_extensions",8,5
767,natsort,17397660,success,3,"icu,setuptools_scm,typing_extensions",3,2
768,astunparse,17352098,success,1,six,1,0
769,thinc,17347652,success,10,"cupy,cupyx,h5py,mxnet,os_signpost,pydantic_core,tensorflow,thinc_apple_ops,thinc_bigendian_ops,torch",18,15
770,jsonpickle,17165742,success,2,"atheris,utils",5,32
771,apache-airflow-providers-google,17113172,success,259,"a2wsgi,adlfs,aiobotocore,aiofiles,aiosmtplib,airbyte_api,airflow,airflow_breeze,airflow_local_settings,airflowctl,alembic,alibabacloud_adb20211201,alibabacloud_tea_openapi,anyio,apache_beam,apprise,arango,argcomplete,asana,asgiref,asyncssh,atlassian,attr,attrs,azure,babel,boto3,botocore,bson,cadwyn,cassandra,celery,certifi,cohere,colorama,colorlog,confluent_kafka,connexion,cron_descriptor,croniter,cryptography,daemon,databricks,datadog,datamodel_code_generator,dateutil,deltalake,deprecated,dill,docker,docs,dotenv,duckdb,elastic_transport,elasticsearch,facebook_business,fastapi,fastapi_cli,filelock,flask,flask_appbuilder,flask_babel,flask_jwt_extended,flask_limiter,flask_login,flask_session,flask_sqlalchemy,flask_wtf,fsspec,gcloud,gcsfs,gevent,github,google,google_auth_httplib2,google_auth_oauthlib,googleapiclient,graphviz,greenback,gremlin_python,grpc,hdfs,hmsclient,httpcore,httplib2,hvac,ibmcloudant,impala,importlib_metadata,inflection,influxdb_client,inputimeout,itsdangerous,jaydebeapi,jenkins,jinja2,jmespath,jpype,jsonpath_ng,jsonschema,jupyter_client,jwt,kerberos,keycloak,keyring,kiota_abstractions,kiota_authentication_azure,kiota_http,kiota_serialization_json,kiota_serialization_text,kubernetes,kubernetes_asyncio,kylinpy,lazy_object_proxy,libcst,lockfile,looker_sdk,lxml,markupsafe,marshmallow,marshmallow_sqlalchemy,memray,mergedeep,methodtools,more_itertools,msal,msgraph_core,msgraphfs,msgspec,msrest,msrestazure,mypy_boto3_appflow,mypy_boto3_rds,mypy_boto3_redshift_data,mypy_boto3_s3,mypy_boto3_verifiedpermissions,mysql,mysqldb,natsort,neo4j,numpy,odps,onelogin,openai,openapi_spec_validator,openlineage,opensearchpy,opentelemetry,opsgenie_sdk,oracledb,oss2,packaging,pagerduty,pandas,pandas_gbq,papermill,paramiko,pathspec,pendulum,performance_dags,pgvector,pinecone,pinotdb,pluggy,plyvel,polars,prestodb,proto,provider_yaml_utils,psutil,psycopg,psycopg2,pyarrow,pyathena,pydantic,pydantic_core,pydruid,pyexasol,pygtrie,pyhive,pyiceberg,pymongo,pymssql,pymysql,pyodbc,pypsrp,pyspark,pytz,qdrant_client,redis,redshift_connector,requests,requests_gssapi,requests_kerberos,requests_toolbelt,restructuredtext_lint,retryhttp,rich,rich_argparse,rich_click,s3fs,sagemaker_studio,segment,semver,sendgrid,sentry_sdk,setproctitle,simple_salesforce,slack_sdk,slugify,smbclient,smbprotocol,snowflake,sphinx_airflow_theme,sphinx_exts,spython,sqlalchemy,sqlalchemy_jsonfield,sqlalchemy_utils,sqlparse,sshtunnel,starlette,statsd,structlog,svcs,tableauserverclient,tabulate,telegram,tenacity,teradatasql,termcolor,tests_common,thrift,thrift_sasl,tomli,tqdm,traitlets,trino,typing_extensions,upath,urllib3,uuid6,uvicorn,vertex_ray,vertexai,vertica_python,watchfiles,watchtower,weaviate,werkzeug,winrm,wtforms,yandex,yandex_query_client,yandexcloud,ydb,ydb_dbapi,zenpy,zoneinfo",262,106
772,langgraph,17102589,success,27,"agent,aiosqlite,bench,common,crypto,langchain,langchain_core,langgraph_api,langgraph_cli,langgraph_sdk,langsmith,msgspec,numpy,orjson,ormsgpack,psycopg,psycopg_pool,pydantic,pydantic_core,pyperf,requests,shared,sqlite_vec,typing_extensions,uvloop,xxhash,zoneinfo",27,0
773,azure-batch,17026597,success,79,"adal,agent_framework,aio,avro,azure,azureml,bytecode,cchardet,certifi,chardet,charset_normalizer,ci_tools,cloudevents,colorama,common_tasks,corehttp,cryptography,dns,docker,dotenv,gh_tools,httpcore,infra,ipython,isodate,jinja2,jsonschema,jwt,key_vault_base,key_vault_base_async,langchain_azure_ai,langchain_core,langgraph,makefun,marshmallow,mcp,mldesigner,msal,msal_extensions,msrest,msrestazure,multidict,nltk,openai,opentelemetry,packaging,pandas,pkg_resources,prep_sphinx_env,process_monitor,promptflow,psutil,pydantic,pydash,pypi_tools,pyrit,pyspark,requests,ruamel,run_sphinx_apidoc,semantic_kernel,six,smoke_test,smoke_test_async,starlette,strictyaml,tenacity,tox_helper_tasks,tqdm,trio,typing_extensions,uamqp,urllib2,urllib3,urlparse,uvicorn,verify_whl,websocket,yarl",79,0
774,flit-core,17000377,success,2,"flit,keyring",5,13
775,python-daemon,16978121,no_repo,0,,0,0
776,opentelemetry-instrumentation-wsgi,16952747,clone_failed,0,,0,0
777,blis,16913115,success,1,fabric,1,1
778,lazy-loader,16898166,success,0,,2,7
779,hypothesis,16887840,success,26,"annotated_types,annotationlib,attr,attrs,dateutil,django,dpcontracts,exceptiongroup,grequests,hypothesistooling,ipython,lark,libcst,numpy,pandas,pytz,redis,requests,rich,sortedcontainers,sre_constants,sre_parse,tomli,typing_extensions,watchdog,zoneinfo",26,0
780,posthog,16874537,success,8,"asgiref,doc_constant,google,queue,redis,urllib3,urlparse,version",22,41
781,marisa-trie,16786007,success,0,,0,4
782,pydeck,16695746,clone_failed,0,,0,0
783,pickleshare,16619462,success,2,"cpickle,pathlib2",2,0
784,statsd,16560930,success,1,django,1,0
785,aws-xray-sdk,16532939,success,14,"aiobotocore,boto3,bottle,django,flask,flask_sqlalchemy,mysql,pg8000,pymongo,pymysql,pynamodb,requests,sqlalchemy,urllib3",16,2
786,aioboto3,16426675,success,6,"boto3,botocore,github,pkg_resources,requests,s3transfer",10,4
787,grpcio-gcp,16404947,no_repo,0,,0,0
788,mypy-boto3-sts,16386816,success,6,"aioboto3,aiobotocore,mypy_boto3_builder,mypy_boto3_s3,types_aiobotocore_s3,types_boto3_s3",15,14
789,jsonref,16386111,success,1,requests,1,3
790,python-docx,16379131,clone_failed,0,,0,0
791,passlib,16334123,no_repo,0,,0,0
792,rich-click,16279449,success,0,,4,27
793,apache-airflow-providers-mysql,16242935,success,259,"a2wsgi,adlfs,aiobotocore,aiofiles,aiosmtplib,airbyte_api,airflow,airflow_breeze,airflow_local_settings,airflowctl,alembic,alibabacloud_adb20211201,alibabacloud_tea_openapi,anyio,apache_beam,apprise,arango,argcomplete,asana,asgiref,asyncssh,atlassian,attr,attrs,azure,babel,boto3,botocore,bson,cadwyn,cassandra,celery,certifi,cohere,colorama,colorlog,confluent_kafka,connexion,cron_descriptor,croniter,cryptography,daemon,databricks,datadog,datamodel_code_generator,dateutil,deltalake,deprecated,dill,docker,docs,dotenv,duckdb,elastic_transport,elasticsearch,facebook_business,fastapi,fastapi_cli,filelock,flask,flask_appbuilder,flask_babel,flask_jwt_extended,flask_limiter,flask_login,flask_session,flask_sqlalchemy,flask_wtf,fsspec,gcloud,gcsfs,gevent,github,google,google_auth_httplib2,google_auth_oauthlib,googleapiclient,graphviz,greenback,gremlin_python,grpc,hdfs,hmsclient,httpcore,httplib2,hvac,ibmcloudant,impala,importlib_metadata,inflection,influxdb_client,inputimeout,itsdangerous,jaydebeapi,jenkins,jinja2,jmespath,jpype,jsonpath_ng,jsonschema,jupyter_client,jwt,kerberos,keycloak,keyring,kiota_abstractions,kiota_authentication_azure,kiota_http,kiota_serialization_json,kiota_serialization_text,kubernetes,kubernetes_asyncio,kylinpy,lazy_object_proxy,libcst,lockfile,looker_sdk,lxml,markupsafe,marshmallow,marshmallow_sqlalchemy,memray,mergedeep,methodtools,more_itertools,msal,msgraph_core,msgraphfs,msgspec,msrest,msrestazure,mypy_boto3_appflow,mypy_boto3_rds,mypy_boto3_redshift_data,mypy_boto3_s3,mypy_boto3_verifiedpermissions,mysql,mysqldb,natsort,neo4j,numpy,odps,onelogin,openai,openapi_spec_validator,openlineage,opensearchpy,opentelemetry,opsgenie_sdk,oracledb,oss2,packaging,pagerduty,pandas,pandas_gbq,papermill,paramiko,pathspec,pendulum,performance_dags,pgvector,pinecone,pinotdb,pluggy,plyvel,polars,prestodb,proto,provider_yaml_utils,psutil,psycopg,psycopg2,pyarrow,pyathena,pydantic,pydantic_core,pydruid,pyexasol,pygtrie,pyhive,pyiceberg,pymongo,pymssql,pymysql,pyodbc,pypsrp,pyspark,pytz,qdrant_client,redis,redshift_connector,requests,requests_gssapi,requests_kerberos,requests_toolbelt,restructuredtext_lint,retryhttp,rich,rich_argparse,rich_click,s3fs,sagemaker_studio,segment,semver,sendgrid,sentry_sdk,setproctitle,simple_salesforce,slack_sdk,slugify,smbclient,smbprotocol,snowflake,sphinx_airflow_theme,sphinx_exts,spython,sqlalchemy,sqlalchemy_jsonfield,sqlalchemy_utils,sqlparse,sshtunnel,starlette,statsd,structlog,svcs,tableauserverclient,tabulate,telegram,tenacity,teradatasql,termcolor,tests_common,thrift,thrift_sasl,tomli,tqdm,traitlets,trino,typing_extensions,upath,urllib3,uuid6,uvicorn,vertex_ray,vertexai,vertica_python,watchfiles,watchtower,weaviate,werkzeug,winrm,wtforms,yandex,yandex_query_client,yandexcloud,ydb,ydb_dbapi,zenpy,zoneinfo",262,106
794,levenshtein,16221409,clone_failed,0,,0,0
795,backcall,16215844,success,0,,0,0
796,langcodes,16211935,success,0,,1,5
797,apache-airflow-providers-ssh,16169509,success,259,"a2wsgi,adlfs,aiobotocore,aiofiles,aiosmtplib,airbyte_api,airflow,airflow_breeze,airflow_local_settings,airflowctl,alembic,alibabacloud_adb20211201,alibabacloud_tea_openapi,anyio,apache_beam,apprise,arango,argcomplete,asana,asgiref,asyncssh,atlassian,attr,attrs,azure,babel,boto3,botocore,bson,cadwyn,cassandra,celery,certifi,cohere,colorama,colorlog,confluent_kafka,connexion,cron_descriptor,croniter,cryptography,daemon,databricks,datadog,datamodel_code_generator,dateutil,deltalake,deprecated,dill,docker,docs,dotenv,duckdb,elastic_transport,elasticsearch,facebook_business,fastapi,fastapi_cli,filelock,flask,flask_appbuilder,flask_babel,flask_jwt_extended,flask_limiter,flask_login,flask_session,flask_sqlalchemy,flask_wtf,fsspec,gcloud,gcsfs,gevent,github,google,google_auth_httplib2,google_auth_oauthlib,googleapiclient,graphviz,greenback,gremlin_python,grpc,hdfs,hmsclient,httpcore,httplib2,hvac,ibmcloudant,impala,importlib_metadata,inflection,influxdb_client,inputimeout,itsdangerous,jaydebeapi,jenkins,jinja2,jmespath,jpype,jsonpath_ng,jsonschema,jupyter_client,jwt,kerberos,keycloak,keyring,kiota_abstractions,kiota_authentication_azure,kiota_http,kiota_serialization_json,kiota_serialization_text,kubernetes,kubernetes_asyncio,kylinpy,lazy_object_proxy,libcst,lockfile,looker_sdk,lxml,markupsafe,marshmallow,marshmallow_sqlalchemy,memray,mergedeep,methodtools,more_itertools,msal,msgraph_core,msgraphfs,msgspec,msrest,msrestazure,mypy_boto3_appflow,mypy_boto3_rds,mypy_boto3_redshift_data,mypy_boto3_s3,mypy_boto3_verifiedpermissions,mysql,mysqldb,natsort,neo4j,numpy,odps,onelogin,openai,openapi_spec_validator,openlineage,opensearchpy,opentelemetry,opsgenie_sdk,oracledb,oss2,packaging,pagerduty,pandas,pandas_gbq,papermill,paramiko,pathspec,pendulum,performance_dags,pgvector,pinecone,pinotdb,pluggy,plyvel,polars,prestodb,proto,provider_yaml_utils,psutil,psycopg,psycopg2,pyarrow,pyathena,pydantic,pydantic_core,pydruid,pyexasol,pygtrie,pyhive,pyiceberg,pymongo,pymssql,pymysql,pyodbc,pypsrp,pyspark,pytz,qdrant_client,redis,redshift_connector,requests,requests_gssapi,requests_kerberos,requests_toolbelt,restructuredtext_lint,retryhttp,rich,rich_argparse,rich_click,s3fs,sagemaker_studio,segment,semver,sendgrid,sentry_sdk,setproctitle,simple_salesforce,slack_sdk,slugify,smbclient,smbprotocol,snowflake,sphinx_airflow_theme,sphinx_exts,spython,sqlalchemy,sqlalchemy_jsonfield,sqlalchemy_utils,sqlparse,sshtunnel,starlette,statsd,structlog,svcs,tableauserverclient,tabulate,telegram,tenacity,teradatasql,termcolor,tests_common,thrift,thrift_sasl,tomli,tqdm,traitlets,trino,typing_extensions,upath,urllib3,uuid6,uvicorn,vertex_ray,vertexai,vertica_python,watchfiles,watchtower,weaviate,werkzeug,winrm,wtforms,yandex,yandex_query_client,yandexcloud,ydb,ydb_dbapi,zenpy,zoneinfo",262,106
798,apscheduler,16154111,success,9,"anyio,attr,bson,paho,psycopg,pyqt6,pyside6,sniffio,zoneinfo",18,11
799,opencensus,16096489,success,3,"google,six,urllib2",3,3
800,tifffile,16093872,success,1,numcodecs,7,18
801,resolvelib,16091050,success,0,,0,8
802,djangorestframework,16067830,success,8,"coreapi,coreschema,inflection,markdown,pytz,requests,rest_framework,uritemplate",9,1
803,cymem,15973755,success,0,,0,0
804,makefun,15962802,clone_failed,0,,0,0
805,murmurhash,15950278,success,0,,0,0
806,oracledb,15926684,success,1,azure,5,12
807,cssselect,15913802,success,1,typing_extensions,1,0
808,cloudpathlib,15881439,success,5,"azure,botocore,google,importlib_metadata,pydantic_core",7,6
809,fire,15880826,success,2,"colorama,ipython",3,9
810,srsly,15869708,success,10,"configobj,copy_reg,cstringio,cupy,numpy,opcode,pickle5,stringio,tornado,typing_extensions",11,1
811,avro,15801558,no_repo,0,,0,0
812,catalogue,15734771,success,1,pep517,3,2
813,pyproject-api,15692594,success,0,,2,9
814,filetype,15692456,clone_failed,0,,0,0
815,watchtower,15692198,clone_failed,0,,0,0
816,wcmatch,15585363,success,0,,1,1
817,docopt,15518363,no_repo,0,,0,0
818,opencensus-context,15515584,clone_failed,0,,0,0
819,opentelemetry-instrumentation-urllib3,15487970,clone_failed,0,,0,0
820,fasteners,15424227,success,0,,0,0
821,markdownify,15391776,clone_failed,0,,0,0
822,opentelemetry-instrumentation-dbapi,15377567,clone_failed,0,,0,0
823,libclang,15366567,success,0,,0,0
824,databricks-cli,15306969,success,7,"basehttpserver,databrickscli,httplib,ipython,jwt,pyspark,urlparse",12,7
825,daff,15272804,success,0,,0,0
826,einops,15235209,success,10,"cupy,flax,jax,numpy,oneflow,paddle,pytensor,tensorflow,tinygrad,torch",10,0
827,stripe,15202542,clone_failed,0,,0,0
828,frozendict,15155504,success,1,orjson,1,0
829,google-cloud-storage-transfer,15154163,clone_failed,0,,0,0
830,wasabi,15107653,success,0,,2,2
831,sqlalchemy-spanner,15106228,success,4,"alembic,google,opentelemetry,sqlalchemy",4,0
832,torchaudio,15101846,success,5,"dp,flashlight,sentencepiece,torch,torchcodec",5,1
833,astor,15095922,success,0,,0,0
834,pydeequ,15059844,success,5,"essential_generators,numpy,pandas,py4j,pyspark",5,0
835,griffe,15058858,success,4,"duty,pysource_codegen,pysource_minimize,typing_extensions",6,4
836,keyrings-google-artifactregistry-auth,15055135,success,1,google,3,4
837,preshed,15018874,success,2,"fabric,fabtools",2,2
838,docker-pycreds,14930638,success,1,six,1,0
839,language-data,14889666,success,1,langcodes,2,5
840,uuid6,14838163,success,0,,0,0
841,pyproj,14811359,success,0,,1,1
842,pydot,14708859,success,0,,1,10
843,wtforms,14708587,success,1,babel,3,2
844,polars-runtime-32,14687597,success,30,"adbc_driver_manager,altair,arrow_odbc,azure,boto3,deltalake,fsspec,gevent,google,great_tables,hypothesis,ipython,jax,marimo,matplotlib,numpy,pandas,polars,polars_cloud,pyarrow,pydantic,pyiceberg,pytz,rmm,sqlalchemy,torch,tornado,typing_extensions,xlsxwriter,zoneinfo",30,0
845,cfn-lint,14686694,clone_failed,0,,0,0
846,imbalanced-learn,14683810,success,2,"imblearn,sklearn",7,28
847,google-ai-generativelanguage,14683656,clone_failed,0,,0,0
848,fastparquet,14674347,success,11,"bson,cramjam,fsspec,lzo,numpy,orjson,packaging,pandas,rapidjson,ujson,zoneinfo",11,0
849,pyathena,14667255,success,0,,8,8
850,asynctest,14635144,success,0,,0,0
851,time-machine,14624079,success,1,zoneinfo,3,2
852,pipx,14534332,success,1,importlib_metadata,7,6
853,azure-servicebus,14517900,clone_failed,0,,0,0
854,pyspnego,14481076,success,3,"argcomplete,ruamel,spnego",7,5
855,flask-wtf,14467719,success,4,"babel,flask_babel,markupsafe,werkzeug",7,4
856,pytest-html,14422943,success,0,,0,14
857,datadog-api-client,14406545,success,5,"aiosonic,jinja2,jsonref,m2r2,zstandard",8,7
858,click-option-group,14400325,success,0,,0,8
859,airbyte-cdk,14389998,success,46,"airbyte_protocol_dataclasses,anyascii,anyio,backoff,cachetools,cryptography,dagger,dateutil,ddtrace,dpath,dunamai,fastapi,fastavro,genson,google,isodate,jinja2,jsonref,jsonschema,jwt,langchain_community,langchain_core,langchain_text_splitters,nltk,orjson,packaging,pandas,pyarrow,pydantic,pydantic_core,pyrate_limiter,pytz,referencing,requests,requests_cache,rich,rich_click,serpyco_rs,sqlalchemy,typing_extensions,ulid,unstructured,uvicorn,wcmatch,whenever,xmltodict",46,0
860,parameterized,14347575,success,0,,0,1
861,opentelemetry-instrumentation-urllib,14342596,clone_failed,0,,0,0
862,weaviate-client,14267118,success,7,"google,grpc,packaging,pydantic_core,typing_extensions,weaviate,weaviate_agents",11,8
863,spacy-legacy,14231702,no_repo,0,,0,0
864,azure-keyvault-keys,14230259,clone_failed,0,,0,0
865,hydra-core,14217760,success,14,"ax,cloudpickle,fakeredis,hydra,joblib,nevergrad,omegaconf,optuna,packaging,pickle5,ray,redis,rq,submitit",14,1
866,pdfminer-six,14181737,success,4,"fuzzing,pdfminer,pil,pygame",7,10
867,cmake,14167235,success,1,scikit_build_core,1,0
868,ormsgpack,14146298,success,0,,0,0
869,jaydebeapi,14116028,success,3,"jarray,java,jpype",3,1
870,spacy-loggers,14093059,success,7,"clearml,cupy,mlflow,spacy,thinc,torch,wandb",7,0
871,onnx,14079796,success,5,"google,ml_dtypes,numpy,pil,typing_extensions",5,0
872,opentelemetry-instrumentation-django,14056130,clone_failed,0,,0,0
873,fuzzywuzzy,14052197,success,1,levenshtein,1,0
874,pymdown-extensions,14016543,success,0,,1,3
875,kubernetes-asyncio,13942807,success,4,"dateutil,kubernetes_validate,six,urllib3",4,0
876,aiohttp-retry,13878904,success,2,"typing_extensions,yarl",2,1
877,pyroaring,13863785,success,5,"croaring,pandas,roaringbitmap,sortedcontainers,tabulate",5,0
878,opentelemetry-instrumentation-threading,13862621,clone_failed,0,,0,0
879,confection,13774403,success,2,"catalogue,pydantic_core",5,3
880,apispec,13713409,success,0,,2,11
881,opentelemetry-instrumentation-flask,13685161,clone_failed,0,,0,0
