rank,package_name,downloads,status,phantom_count,phantom_deps,total_imports,total_declared,repo_url
1,boto3,1452829479,success,4,"awscrt,botocore,jmespath,s3transfer",6,38,https://github.com/boto/boto3
2,urllib3,1168251588,success,15,"anyio,backports,cryptography,httpx,hypercorn,idna,js,nox,pyodide,pytest,quart,quart-trio,trio,trustme,typing-extensions",22,5,https://github.com/urllib3/urllib3
3,botocore,1065776884,success,3,"awscrt,jmespath,python-dateutil",7,50,https://github.com/boto/botocore
4,requests,1055327819,success,6,"-typeshed,cryptography,pyopenssl,setuptools,simplejson,typing-extensions",11,12,https://github.com/psf/requests
5,certifi,1048229881,success,2,"distutils,setuptools",3,0,https://github.com/certifi/python-certifi
6,charset-normalizer,999167796,success,5,"chardet,mypyc,nox,setuptools,typing-extensions",6,0,https://github.com/jawah/charset_normalizer
7,idna,993879252,success,0,,0,3,https://github.com/kjd/idna
8,typing-extensions,992728016,success,2,"docutils,sphinx",4,0,https://github.com/python/typing_extensions
9,aiobotocore,895931528,success,1,anthropic,12,9,https://github.com/aio-libs/aiobotocore
10,setuptools,830575444,success,12,"-typeshed,cython,distutils,dl,docutils,importlib-resources,inflect,jaraco,jnius,path,trove-classifiers,typing-extensions",25,44,https://github.com/pypa/setuptools
11,python-dateutil,786572386,success,1,distutils,4,12,https://github.com/dateutil/dateutil
12,grpcio-status,776825532,no_repo,0,,0,0,
13,packaging,746576039,success,5,"httpx,nox,pkg-resources,ruamel,typing-extensions",9,2,https://github.com/pypa/packaging
14,six,742901509,success,4,"distutils,gdbm,pytest,setuptools",5,0,https://github.com/benjaminp/six
15,s3transfer,636058537,success,2,"awscrt,botocore",4,15,https://github.com/boto/s3transfer
16,numpy,603389302,success,33,"-dummy-thread,asv-runner,cffi,charset-normalizer,click,distutils,docutils,git,github,hypothesis,jinja2,matplotlib,mypy,numba,numpydoc,packaging,pandas,perf,pkg-resources,plex,psutil,pygments,pyinstaller,pytest,pytest-run-parallel,scipy-doctest,skbuild,sphinx,spin,threadpoolctl,toml,typing-extensions,win32pdh",42,0,https://github.com/numpy/numpy
17,cryptography,593195093,success,5,"click,coverage,nox,packaging,tomli",11,3,https://github.com/pyca/cryptography
18,pyyaml,592246845,success,5,"cython,distutils,setuptools,test-all,wheel",7,0,https://github.com/yaml/pyyaml
19,s3fs,577870758,success,6,"botocore,cx-freeze,py2exe,setuptools,tomli,urllib3",11,3,https://github.com/fsspec/s3fs
20,pydantic,545536205,clone_failed,0,,0,0,https://github.com/sponsors/samuelcolvin
21,cffi,528045545,success,33,"-bsdopendirtype,-btrfs-cffi,-builtin-,-cffi-backend,-cffi-test-import-from-lib,-curses-cffi,-dummy-thread,-extern-python-cffi,-gmp-cffi,-pwuid-cffi,-re-include-1,-readdir,-readdir2-cffi,-rec-structs-1,-rec-structs-2,-recopendirtype,-test-import-from-lib,-winclipboard-cffi,-xclient-cffi,cstringio,distutils,dummy-thread,hypothesis,imp,packaging,ply,pytest,pytest-run-parallel,pyyaml,re-python-pysrc,setuptools,test-module-name-in-package,thread",46,1,https://github.com/python-cffi/cffi
22,pycparser,490524594,success,2,"guppy,setuptools",3,0,https://github.com/eliben/pycparser
23,pandas,488404185,success,14,"-main-,-version-meson,adbc-driver-manager,appkit,botocore,docutils,foundation,git,markupsafe,odf,packaging,pyqt4,traitlets,vulture",55,87,https://github.com/pandas-dev/pandas
24,fsspec,474499665,success,9,"backports,isal,js,lzmaffi,requests-kerberos,smbclient,snappy,typing-extensions,ujson",31,50,https://github.com/fsspec/filesystem_spec
25,click,471525365,success,2,"-typeshed,typing-extensions",4,1,https://github.com/pallets/click
26,attrs,451433111,clone_failed,0,,0,0,https://github.com/sponsors/hynek
27,pydantic-core,438959282,clone_failed,0,,0,0,https://github.com/sponsors/samuelcolvin
28,pip,436844893,success,36,"-abcoll,-builtin-,-pypy-,-typeshed,attr,backports,cgi,configparser,cryptography,distutils,docutils,dummy-thread,dummy-threading,filelock,h2,htmlentitydefs,htmlparser,httplib,httpx,ipython,ipywidgets,java,jnius,js,keyring,nox,pyodide,pyyaml,queue,redis,sphinx,thread,typing-extensions,urllib2,urlparse,xmlrpclib",45,0,https://github.com/pypa/pip
29,protobuf,421454804,no_repo,0,,0,0,
30,markupsafe,408100875,success,2,"setuptools,typing-extensions",2,0,https://github.com/pallets/markupsafe
31,jmespath,396748602,success,0,,3,6,https://github.com/jmespath/jmespath.py
32,platformdirs,386977561,success,4,"git,github,jnius,pyyaml",6,0,https://github.com/tox-dev/platformdirs
33,rsa,386498570,success,0,,2,1,https://github.com/sybrenstuvel/python-rsa
34,h11,386403807,success,3,"afl,setuptools,typing-extensions",4,0,https://github.com/python-hyper/h11
35,pytz,382099345,no_repo,0,,0,0,
36,anyio,381820440,success,7,"-pytest,-typeshed,outcome,pytest,sniffio,uvloop,winloop",12,4,https://github.com/agronholm/anyio
37,pygments,378953112,success,7,"-winreg,chardet,ctags,docutils,markdown,pillow,sphinx",10,3,https://github.com/pygments/pygments
38,sniffio,374340454,success,2,"curio,pytest",2,0,https://github.com/python-trio/sniffio
39,jinja2,368674977,success,1,typing-extensions,2,2,https://github.com/pallets/jinja
40,annotated-types,364216837,success,1,typing-extensions,2,0,https://github.com/annotated-types/annotated-types
41,importlib-metadata,363826951,success,0,,3,17,https://github.com/python/importlib_metadata
42,pluggy,347666621,no_repo,0,,0,0,
43,pyasn1,347281745,success,0,,1,0,https://github.com/pyasn1/pyasn1
44,zipp,335636021,success,0,,1,18,https://github.com/jaraco/zipp
45,cachetools,330436528,success,0,,0,0,https://github.com/tkem/cachetools
46,filelock,322057862,success,4,"git,github,pyyaml,typing-extensions",5,0,https://github.com/tox-dev/py-filelock
47,wheel,315874883,success,2,"-typeshed,setuptools",3,1,https://github.com/pypa/wheel
48,tzdata,308627533,success,4,"click,gnupg,parver,requests",4,0,https://github.com/python/tzdata
49,google-api-core,305477511,clone_failed,0,,8,9,https://github.com/googleapis/google-cloud-python
50,colorama,302010400,success,0,,2,2,https://github.com/tartley/colorama
51,typing-inspection,299790260,success,0,,1,1,https://github.com/pydantic/typing-inspection
52,aiohttp,299445105,success,5,"backports,gunicorn,pkgconfig,setuptools,uvloop",17,12,https://github.com/aio-libs/aiohttp
53,awscli,296648047,success,9,"botocore,jmespath,py2exe,pyasn1,pygments,python-dateutil,pyyaml,rsa,s3transfer",15,17,https://github.com/aws/aws-cli
54,httpx,294420463,success,2,"-typeshed,sniffio",15,27,https://github.com/encode/httpx
55,yarl,292245055,success,10,"cython,distutils,expandvars,idna,multidict,propcache,pydantic,pydantic-core,setuptools,tomli",11,0,https://github.com/aio-libs/yarl
56,multidict,291699061,success,4,"perf,pyperf,setuptools,typing-extensions",4,0,https://github.com/aio-libs/multidict
57,google-auth,290475864,success,19,"-pytest,aioresponses,certifi,cffi,cryptography,dotenv,flask,google,googleapiclient,nox,oauth2client,packaging,pyasn1,pyasn1-modules,pyopenssl,pytest-asyncio,pytest-localserver,pyu2f,setuptools",34,7,https://github.com/googleapis/google-auth-library-python
58,httpcore,288084087,success,1,sniffio,7,27,https://github.com/encode/httpcore
59,pyasn1-modules,279107161,success,1,urllib2,3,1,https://github.com/pyasn1/pyasn1-modules
60,pytest,275578168,success,20,"asynctest,attr,filter-traceback-entry-as-str,imported,main-app,ns-pkg,numpy,pexpect,pkg-resources,platformdirs,pypandoc,pyyaml,requests-cache,tabulate,tqdm,trio,typing-extensions,xdist,xxxpackage,zope",42,38,https://github.com/pytest-dev/pytest
61,frozenlist,271598710,success,5,"cython,distutils,expandvars,setuptools,tomli",5,0,https://github.com/aio-libs/frozenlist
62,pyjwt,268680912,success,0,,2,2,https://github.com/jpadilla/pyjwt
63,jsonschema,268643330,success,4,"nox,pyperf,requests,rpds",18,14,https://github.com/python-jsonschema/jsonschema
64,rich,267613136,success,6,"attr,ipython,markdown-it,setuptools,typing-extensions,wcwidth",11,3,https://github.com/Textualize/rich
65,googleapis-common-protos,267163800,clone_failed,0,,0,0,https://github.com/googleapis/google-cloud-python
66,virtualenv,264770794,success,2,"git,packaging",8,6,https://github.com/pypa/virtualenv
67,aiosignal,263087380,success,3,"frozenlist,setuptools,typing-extensions",3,0,https://github.com/aio-libs/aiosignal
68,propcache,261009672,success,5,"cython,distutils,expandvars,setuptools,tomli",5,0,https://github.com/aio-libs/propcache
69,iniconfig,260660124,success,1,pytest,2,0,https://github.com/pytest-dev/iniconfig
70,wrapt,257515261,success,0,,1,2,https://github.com/GrahamDumpleton/wrapt
71,tqdm,254126250,success,8,"alive-progress,importlib-resources,ipython,matplotlib,numpy,pandas,progressbar,tensorflow",17,15,https://github.com/tqdm/tqdm
72,python-dotenv,253708774,success,0,,2,15,https://github.com/theskumar/python-dotenv
73,pyarrow,253232741,success,24,"apache,clr,dotenv,fastparquet,fsspec,gdb,github,github3,jinja2,jpype,matplotlib,memory-profiler,numpydoc,pygit2,pygments,pythonnet,pyyaml,ruamel,seaborn,selenium,semver,setuptools,sphinx,typing-extensions",38,22,https://github.com/apache/arrow
74,markdown-it-py,251443264,success,2,"linkify-it,typing-extensions",12,26,https://github.com/executablebooks/markdown-it-py
75,tomli,243633800,success,2,"mypyc,setuptools",9,8,https://github.com/hukkin/tomli
76,requests-oauthlib,242366933,success,1,setuptools,3,6,https://github.com/requests/requests-oauthlib
77,mdurl,241803146,success,0,,1,0,https://github.com/executablebooks/mdurl
78,sqlalchemy,241274029,success,9,"black,nox,pyannotate-runtime,pysqlcipher3,pytest,setuptools,sqla-plugin-base,sqlcipher3,tools",22,25,https://github.com/sqlalchemy/sqlalchemy
79,greenlet,239043319,success,1,pyperf,3,5,https://github.com/python-greenlet/greenlet
80,aiohappyeyeballs,232331455,success,1,setuptools,1,0,https://github.com/aio-libs/aiohappyeyeballs
81,pillow,231880243,success,8,"arro3,atheris,humanize,prettytable,pyqt6,pyside6,setuptools,termcolor",19,35,https://github.com/python-pillow/Pillow
82,grpcio,231606452,success,19,"apiclient,bazel,contrib,distutils,googleapiclient,greenlet,hpack,httplib2,jinja2,jwt,mako,oauth2client,pkg-resources,prometheus-client,python-dateutil,sphinx,src,upb,uvloop",88,28,https://github.com/grpc/grpc
83,pathspec,231492436,success,5,"packaging,pytest,pytest-benchmark,setuptools,tomli",10,4,https://github.com/cpburnz/python-pathspec
84,rpds-py,231267702,clone_failed,0,,0,0,https://github.com/sponsors/Julian
85,psutil,229581650,success,9,"anthropic,distutils,github,pip,pyperf,pypinfo,requests,setuptools,wheel",12,0,https://github.com/giampaolo/psutil
86,openpyxl,228941626,no_repo,0,,0,0,
87,et-xmlfile,227522764,no_repo,0,,0,0,
88,pyparsing,226895945,success,1,railroad,3,2,https://github.com/pyparsing/pyparsing
89,scipy,226870057,success,21,"asv-runner,beautifulsoup4,cffi,cupy,cupyx,dask,docutils,jax,packaging,pandas,pkg-resources,platformdirs,psutil,pyfftw,pytest-fail-slow,pytest-run-parallel,scikits,sksparse,sympy,torch,urllib3",48,39,https://github.com/scipy/scipy
90,lxml,224041829,success,13,"beautifulsoup,beautifulsoup4,cgi,coverage,distutils,docutils,html5lib,htmlentitydefs,lxml-html-clean,pygments,setuptools,urllib2,urlparse",22,1,https://github.com/lxml/lxml
91,referencing,223894386,clone_failed,0,,0,0,https://github.com/sponsors/Julian
92,jsonschema-specifications,222331615,clone_failed,0,,0,0,https://github.com/sponsors/Julian
93,beautifulsoup4,222163877,no_repo,0,,0,0,
94,soupsieve,220165531,success,2,"beautifulsoup4,hatchling",2,0,https://github.com/facelessuser/soupsieve
95,tomlkit,211162790,success,1,-typeshed,2,0,https://github.com/python-poetry/tomlkit
96,oauthlib,210755569,success,2,"jwt,setuptools",4,6,https://github.com/oauthlib/oauthlib
97,starlette,210031787,clone_failed,0,,0,0,https://github.com/sponsors/Kludex
98,uvicorn,209622234,clone_failed,0,,0,0,https://github.com/sponsors/encode
99,snowflake-connector-python,203111712,success,36,"aiohttp,asn1crypto,backports,brotli,brotlicffi,certifi,chardet,charset-normalizer,cryptography,cython,dummy-threading,faker,filelock,h2,idna,jenkins-test-parameters,js,jwt,numpy,opentelemetry,packaging,pandas,parameters,platformdirs,pyarrow,pyodide,pytz,pyyaml,setuptools,simplejson,snowflake,sortedcontainers,sqlalchemy,tomlkit,typing-extensions,tzlocal",40,0,https://github.com/snowflakedb/snowflake-connector-python
100,fastapi,195257040,success,21,"a2wsgi,anyio,flask,git,github,jwt,markupsafe,multipart,orjson,playwright,pwdlib,pydantic-ai,pydantic-core,pytest,rich,ruff,scripts,slugify,sqlmodel,strawberry,typer",37,16,https://github.com/fastapi/fastapi
101,distlib,193566665,success,17,"-abcoll,-builtin-,cgi,configparser,distutils,dummy-thread,dummy-threading,htmlentitydefs,htmlparser,httplib,imp,java,queue,thread,urllib2,urlparse,xmlrpclib",17,0,https://github.com/pypa/distlib
102,pyopenssl,192917881,success,5,"cffi,cryptography,nox,setuptools,typing-extensions",6,0,https://github.com/pyca/pyopenssl
103,grpcio-tools,191721578,success,19,"apiclient,bazel,contrib,distutils,googleapiclient,greenlet,hpack,httplib2,jinja2,jwt,mako,oauth2client,pkg-resources,prometheus-client,python-dateutil,sphinx,src,upb,uvloop",88,28,https://github.com/grpc/grpc
104,requests-toolbelt,191717796,success,7,"cryptography,pyopenssl,queue,requests,setuptools,urllib3,urlparse",7,0,https://github.com/requests/toolbelt
105,docutils,190201440,no_repo,0,,0,0,
106,opentelemetry-semantic-conventions,188607865,success,10,"git,google,griffe,jinja2,opentelemetry,psutil,pytest,readme-renderer,toml,tox",20,31,https://github.com/open-telemetry/opentelemetry-python
107,exceptiongroup,185374845,success,1,apport-python-hook,2,2,https://github.com/agronholm/exceptiongroup
108,trove-classifiers,185095916,success,2,"natsort,setuptools",3,0,https://github.com/pypa/trove-classifiers
109,more-itertools,184711284,success,0,,0,0,https://github.com/more-itertools/more-itertools
110,werkzeug,181131658,success,5,"-typeshed,colorama,cryptography,pkg-resources,typing-extensions",7,2,https://github.com/pallets/werkzeug
111,isodate,180589386,success,0,,1,0,https://github.com/gweis/isodate
112,yandexcloud,179678706,success,3,"google,grpc,jwt",8,9,https://github.com/yandex-cloud/python-sdk
113,msgpack,175287419,success,1,-pypy-,3,3,https://github.com/msgpack/msgpack-python
114,opentelemetry-sdk,171499356,success,10,"git,google,griffe,jinja2,opentelemetry,psutil,pytest,readme-renderer,toml,tox",20,31,https://github.com/open-telemetry/opentelemetry-python
115,proto-plus,169064583,clone_failed,0,,2,2,https://github.com/googleapis/google-cloud-python
116,regex,167525472,success,1,setuptools,2,0,https://github.com/mrabarnett/mrab-regex
117,mypy-extensions,167369018,success,0,,0,0,https://github.com/python/mypy_extensions
118,opentelemetry-api,167047771,success,10,"git,google,griffe,jinja2,opentelemetry,psutil,pytest,readme-renderer,toml,tox",20,31,https://github.com/open-telemetry/opentelemetry-python
119,opentelemetry-proto,165198165,success,10,"git,google,griffe,jinja2,opentelemetry,psutil,pytest,readme-renderer,toml,tox",20,31,https://github.com/open-telemetry/opentelemetry-python
120,google-cloud-storage,165080102,success,11,"google,google-crc32c,importlib-metadata,jinja2,nox,opentelemetry,proto,pyyaml,setuptools,synthtool,urllib3",162,9,https://github.com/googleapis/python-storage
121,websocket-client,162674215,success,3,"python-socks,setuptools,wsaccel",4,0,https://github.com/websocket-client/websocket-client
122,opensearch-py,162517119,success,25,"-pytest,aiohttp,black,botocore,certifi,click,deepmerge,events,jinja2,multidict,nox,numpy,opensearchpy1,pandas,pytest,python-dateutil,pytz,pyyaml,queue,requests,setuptools,simplejson,unasync,urllib3,yarl",31,3,https://github.com/opensearch-project/opensearch-py
123,pexpect,162387709,success,3,"distutils,queue,setuptools",5,9,https://github.com/pexpect/pexpect
124,ptyprocess,162334282,success,1,-builtin-,1,0,https://github.com/pexpect/ptyprocess
125,shellingham,161685773,success,4,"invoke,parver,setuptools,towncrier",5,0,https://github.com/sarugaku/shellingham
126,psycopg2-binary,160174649,success,4,"better,distutils,psycopg2,setuptools",6,23,https://github.com/psycopg/psycopg2
127,decorator,158759122,no_repo,0,,0,0,
128,flask,158403237,success,4,"-typeshed,cryptography,dotenv,typing-extensions",11,8,https://github.com/pallets/flask
129,tenacity,157842022,success,3,"sniffio,trio,typing-extensions",5,5,https://github.com/jd/tenacity
130,requests-aws4auth,156675287,success,2,"requests,setuptools",2,0,https://github.com/tedder/requests-aws4auth
131,pynacl,155900291,success,3,"click,nox,setuptools",5,7,https://github.com/pyca/pynacl
132,scikit-learn,146614098,success,25,"-pytest,-typeshed,bhtsne,catboost,click,defusedxml,docutils,fbpca,github,glmnet,jax,jinja2,jupyterlite-sphinx,lightgbm,lightning,mpl-toolkits,ndonnx,packaging,pytest-run-parallel,pyyaml,requests,scipy-doctest,spin,typing-extensions,xgboost",54,36,https://github.com/scikit-learn/scikit-learn
133,coverage,146594341,success,12,"-pypy-,cog,eventlet,gevent,greenlet,lnotab,new,pytest,requests,scriv,setuptools,wcmatch",14,0,https://github.com/coveragepy/coveragepy
134,sortedcontainers,145051798,no_repo,0,,0,0,
135,azure-core,141034278,clone_failed,0,,0,0,https://github.com/Azure/azure-sdk-for-python
136,wcwidth,141010354,success,0,,7,31,https://github.com/jquast/wcwidth
137,async-timeout,140104054,success,1,setuptools,1,8,https://github.com/aio-libs/async-timeout
138,msal,137367943,success,10,"azure,basehttpserver,cgi,cryptography,dotenv,jwt,msal-extensions,pymsalruntime,requests,urlparse",11,5,https://github.com/AzureAD/microsoft-authentication-library-for-python
139,networkx,136881714,success,1,requests,16,37,https://github.com/networkx/networkx
140,asn1crypto,135909273,success,12,"-manylinux,cgi,cstringio,flake8,imp,oscrypto,oscrypto-tests,setuptools,twine,urllib2,urlparse,userdict",15,0,https://github.com/wbond/asn1crypto
141,bcrypt,135704373,success,2,"click,nox",2,2,https://github.com/pyca/bcrypt
142,events,135074442,success,1,setuptools,1,0,https://github.com/pyeve/events
143,python-multipart,134789371,success,2,"atheris,nox",4,0,https://github.com/Kludex/python-multipart
144,dnspython,133721918,success,3,"anyio,pythoncom,sniffio",11,20,https://github.com/rthalley/dnspython
145,google-genai,132528413,success,5,"google,httpx-aiohttp,ipython,multidict,pyyaml",21,36,https://github.com/googleapis/python-genai
146,opentelemetry-exporter-otlp-proto-http,132356495,success,10,"git,google,griffe,jinja2,opentelemetry,psutil,pytest,readme-renderer,toml,tox",20,31,https://github.com/open-telemetry/opentelemetry-python
147,poetry-core,131973953,success,1,typing-extensions,18,22,https://github.com/python-poetry/poetry
148,openai,129905130,success,5,"griffe,nox,pydantic-core,rich,trio",18,15,https://github.com/openai/openai-python
149,google-cloud-core,129441917,clone_failed,0,,2,0,https://github.com/googleapis/google-cloud-python
150,matplotlib,128440095,success,33,"cairo,cairocffi,certifi,colorspacious,docutils,fontforge,gi,ipykernel,ipython,jinja2,keyring,mpl-sphinx-theme,mpl-toolkits,pandas,psutil,pydata-sphinx-theme,pyqt5,pyqt6,pyside2,pyside6,pytest,pyyaml,requests,requests-cache,setuptools-scm,shiboken2,shiboken6,sip,sphinx,sphinx-gallery,tornado,typing-extensions,wx",46,9,https://github.com/matplotlib/matplotlib
151,gitpython,128198506,success,3,"-typeshed,atheris,setuptools",7,8,https://github.com/gitpython-developers/GitPython
152,websockets,128021729,success,9,"aioredis,atheris,django,django-redis,exceptiongroup,python-socks,sesame,setuptools,werkzeug",12,1,https://github.com/python-websockets/websockets
153,joblib,126827111,success,15,"-pytest,dask,distributed,dummy-threading,lz4,matplotlib,memory-profiler,nibabel,numpy,pandas,psutil,pytest,scikit-learn,tornado,viztracer",17,1,https://github.com/joblib/joblib
154,threadpoolctl,126326398,success,1,pyodide-js,2,0,https://github.com/joblib/threadpoolctl
155,huggingface-hub,125827857,success,34,"anyio,authlib,click,duckdb,fastai,fastapi,filelock,fsspec,github,google,gradio,hf-xet,httpcore,httpx,ipython,ipywidgets,jinja2,libcst,mcp,numpy,packaging,pillow,pydantic,pyyaml,ruff,safetensors,setuptools,starlette,tensorboardx,toml,torch,torch-xla,typer,typing-extensions",37,0,https://github.com/huggingface/huggingface_hub
156,deprecated,124817842,success,3,"inspect2,setuptools,wrapt",4,0,https://github.com/laurent-laporte-pro/deprecated
157,chardet,124202675,success,4,"cchardet,charade,charset-normalizer,datasets",10,0,https://github.com/chardet/chardet
158,opentelemetry-exporter-otlp-proto-grpc,123638548,success,10,"git,google,griffe,jinja2,opentelemetry,psutil,pytest,readme-renderer,toml,tox",20,31,https://github.com/open-telemetry/opentelemetry-python
159,azure-identity,123450155,clone_failed,0,,79,0,https://github.com/Azure/azure-sdk-for-python
160,fonttools,123061397,success,26,"appkit,bumpversion,cairo,carbon,cffsubr,defcon,distutils,easydialogs,freetype,lz4,matplotlib,mpl-toolkits,numpy,pathops,pillow,py,pyqt5,pytest,quartz,readme-renderer,reportlab,res,setuptools,typing-extensions,wx,xattr",43,16,https://github.com/fonttools/fonttools
161,smmap,121223660,success,2,"ez-setup,setuptools",3,0,https://github.com/gitpython-developers/smmap
162,zstandard,120026109,success,3,"conda-build,distutils,setuptools",9,25,https://github.com/indygreg/python-zstandard
163,opentelemetry-instrumentation,119829533,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
164,gitdb,119168208,success,3,"gitdb-speedups,setuptools,sha",5,1,https://github.com/gitpython-developers/gitdb
165,tabulate,118165636,success,0,,4,3,https://github.com/astanin/python-tabulate
166,keyring,118084177,success,7,"dbus,gi,jaraco,pluggy,pywintypes,win32cred,win32ctypes",12,23,https://github.com/jaraco/keyring
167,opentelemetry-exporter-otlp-proto-common,117723569,success,10,"git,google,griffe,jinja2,opentelemetry,psutil,pytest,readme-renderer,toml,tox",20,31,https://github.com/open-telemetry/opentelemetry-python
168,distro,117684428,success,0,,1,0,https://github.com/python-distro/distro
169,itsdangerous,117058810,success,1,typing-extensions,1,0,https://github.com/pallets/itsdangerous
170,google-resumable-media,116598491,success,10,"aiohttp,crcmod,google,google-crc32c,mock,multidict,nox,pytest,setuptools,urllib3",11,0,https://github.com/googleapis/google-resumable-media-python
171,google-api-python-client,116305004,success,14,"google,httplib2,jinja2,nox,noxfile-config,numpy,oauth2client,pyyaml,settings,setuptools,synthtool,uritemplate,webapp2,webapp2-extras",23,6,https://github.com/googleapis/google-api-python-client
172,paramiko,116066908,success,3,"alabaster,invocations,nacl",8,4,https://github.com/paramiko/paramiko
173,prompt-toolkit,115469740,success,3,"-typeshed,asyncssh,typing-extensions",7,1,https://github.com/prompt-toolkit/python-prompt-toolkit
174,ruamel-yaml,114347652,no_repo,0,,0,0,
175,google-crc32c,114339209,success,1,noxfile-config,4,69,https://github.com/googleapis/python-crc32c
176,kiwisolver,114312954,success,3,"cppy,perf,setuptools",4,0,https://github.com/nucleic/kiwi
177,pyproject-hooks,113758492,success,1,nox,1,0,https://github.com/pypa/pyproject-hooks
178,langsmith,113577146,success,21,"agents,anthropic,google,langchain,langchain-anthropic,langchain-core,langchain-openai,numpy,openai,openapi-spec-validator,opentelemetry,pandas,pyperf,pyyaml,rapidfuzz,simsimd,strands,tqdm,typing-extensions,urllib3,vcr",39,23,https://github.com/langchain-ai/langsmith-sdk
179,build,112966651,success,0,,0,0,https://github.com/pypa/build
180,jaraco-classes,111816271,success,1,typing-extensions,2,13,https://github.com/jaraco/jaraco.classes
181,blinker,111744893,success,0,,0,0,https://github.com/pallets-eco/blinker
182,fastjsonschema,111726514,success,5,"distutils,jsonschema,jsonspec,setuptools,validictory",6,0,https://github.com/horejsek/python-fastjsonschema
183,secretstorage,111489689,success,0,,3,2,https://github.com/mitya57/secretstorage
184,dill,111111524,success,6,"-main-,diff,distutils,numpy,setuptools,xdrlib",8,0,https://github.com/uqfoundation/dill
185,backoff,109309564,success,1,typing-extensions,2,0,https://github.com/litl/backoff
186,jeepney,108988064,no_repo,0,,0,0,
187,defusedxml,108329435,success,6,"distutils,genshi,httplib,setuptools,urllib2,urlparse",8,0,https://github.com/tiran/defusedxml
188,redis,108002464,success,8,"aioredis-cluster,aredis,invoke,jwt,opentelemetry,psutil,typing-extensions,uvloop",20,17,https://github.com/redis/redis-py
189,rapidfuzz,107336573,success,5,"click,git,isort,packaging,pyinstaller",10,10,https://github.com/rapidfuzz/RapidFuzz
190,cycler,106087397,success,0,,2,7,https://github.com/matplotlib/cycler
191,google-auth-oauthlib,105807888,clone_failed,0,,2,0,https://github.com/googleapis/google-cloud-python
192,ruff,105376027,success,27,"-debug-,a,annotated-types,b,bar,baz,c,case,d,debug,foo,foo2,foo3,lazy,m,mikeio,n,name-1,name-2,pydantic-core,qux,rich,typing-extensions,u,unresolved-module,watchfiles,x",55,31,https://github.com/astral-sh/ruff
193,google-cloud-bigquery,104824533,success,8,"google,jinja2,nox,numpy,opentelemetry,proto,setuptools,test-utils",58,57,https://github.com/googleapis/python-bigquery
194,hatchling,103957711,success,5,"-typeshed,backports,editables,lxml,setuptools",25,23,https://github.com/pypa/hatch
195,typer,103491407,success,4,"github,pydantic,pydantic-settings,ruff",14,4,https://github.com/fastapi/typer
196,opentelemetry-util-http,102757831,success,19,"agents,aiormq,astor,billiard,elastic-transport,gevent,google,hatchling,langchain-core,mcp,multidict,mysqldb,opentelemetry,readme-renderer,snappy,tomli,tomli-w,tortoise,yarl",71,131,https://github.com/open-telemetry/opentelemetry-python-contrib
197,uritemplate,101857397,success,1,setuptools,2,0,https://github.com/python-hyper/uritemplate
198,prometheus-client,100889884,success,2,"fastapi,snappy",6,3,https://github.com/prometheus/client_python
199,contourpy,100467271,success,2,"asv,asv-runner",8,17,https://github.com/contourpy/contourpy
200,webencodings,100467266,success,1,setuptools,1,0,https://github.com/SimonSapin/python-webencodings
201,alembic,100448317,success,6,"greenlet,nox,packaging,pytest,setuptools,tools",11,5,https://github.com/sqlalchemy/alembic
202,pytest-cov,99484679,success,1,jinja2,3,9,https://github.com/pytest-dev/pytest-cov
203,httplib2,99301371,success,4,"ca-certs-locater,certifi,setuptools,socks",7,10,https://github.com/httplib2/httplib2
204,opentelemetry-exporter-otlp,99256312,success,10,"git,google,griffe,jinja2,opentelemetry,psutil,pytest,readme-renderer,toml,tox",20,31,https://github.com/open-telemetry/opentelemetry-python
